State,2,1,5,60,4,6,8,9,11,10,12,64,13,66,19,16,17,18,20,21,22,25,24,23,68,26,27,29,69,28,30,37,38,31,33,34,35,32,36,39,40,41,42,72,70,44,45,46,47,48,49,51,50,53,55,54,56,57
2,220720,30,26,0,-112,94,8,25,-23,28,-66,0,-34,0,23,-47,51,50,-19,29,-29,34,-15,11,0,117,91,32,0,34,-11,-48,-33,22,21,0,-108,-204,38,65,-21,18,34,0,0,9,-40,25,-6,75,58,-15,-5,-172,24,20,26,179
1,-30,1497828,141,0,3,268,107,69,-29,-1,-600,0,-637,0,48,-9,368,259,49,49,-4,96,12,18,0,408,37,59,0,274,3,37,-4,49,31,182,17,26,468,239,23,25,145,0,0,15,-12,11,-308,-21,29,-19,11,62,106,23,15,1062
5,-26,-141,881463,0,-3,817,159,35,-17,4,-239,0,-76,0,84,23,507,109,130,-5,80,45,32,0,0,235,128,140,0,-32,7,-12,-3,67,6,21,14,-6,127,82,507,18,35,0,0,11,-20,40,-157,304,20,2,-5,-10,139,8,5,419
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,112,-3,3,0,1720683,10499,866,380,29,71,146,0,81,0,515,88,2737,799,446,88,66,848,230,67,0,1377,940,393,0,94,93,120,116,424,188,884,497,209,1579,1217,153,598,823,0,0,102,24,128,43,1020,627,45,75,1532,879,30,157,1076
6,-94,-268,-817,0,-10499,11652738,-416,521,-207,-12,-3155,0,-1394,0,-159,-2159,2101,267,8,-220,-101,1799,-40,-42,0,1375,638,-669,0,-107,-711,-1390,-85,-12,157,1375,-984,-14319,1726,1014,-550,-5177,840,0,0,48,-523,-123,-974,-3396,-887,-1216,39,-3042,410,34,-187,11797
8,-8,-107,-159,0,-866,416,1583940,117,-51,12,-878,0,-85,0,120,-227,667,164,406,25,-4,174,38,4,0,402,275,-134,0,-138,-185,-136,123,-87,47,256,-50,-669,364,374,-47,-242,269,0,0,11,-68,-45,-158,-91,134,-177,7,-484,295,1,-141,1090
9,-25,-69,-35,0,-380,-521,-117,1298471,-128,-51,-4573,0,-682,0,-11,-14,21,-43,15,-45,6,-135,-186,-297,0,-17,39,-34,0,-32,-15,-787,-13,1,-246,299,-76,-152,3056,-51,11,-59,-292,0,0,221,-371,-11,-188,-194,-4,-710,-286,-173,-23,-30,-12,633
11,23,29,17,0,-29,207,51,128,199218,-19,-86,0,64,0,19,4,118,49,36,26,11,318,-3049,25,0,139,71,46,0,8,10,16,11,30,12,239,-9,-12,128,146,22,45,190,0,0,17,25,-3,32,198,34,-646,19,20,45,-14,5,1070
10,-28,1,-4,0,-71,12,-12,51,19,301026,-416,0,-79,0,8,0,34,6,16,-4,-10,31,538,7,0,2,23,21,0,14,6,-109,12,16,16,821,2,-17,580,16,15,0,1211,0,0,26,-45,4,-9,9,0,64,-4,-14,0,-23,0,128
12,66,600,239,0,-146,3155,878,4573,86,416,6053480,0,466,0,611,62,6138,3377,828,699,806,7935,3456,674,0,4930,1488,1282,0,331,38,-89,76,406,1950,11471,154,-354,24956,6306,486,302,6500,0,0,1601,443,131,126,1807,262,2418,533,270,1656,464,54,5338
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,34,637,76,0,-81,1394,85,682,-64,79,-466,0,2837685,0,101,1,1081,484,198,160,345,836,348,27,0,1026,130,256,0,338,-14,562,35,62,158,1512,-37,-82,3868,1106,202,97,900,0,0,106,178,21,133,890,90,23,42,100,334,61,-15,9941
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,-23,-48,-84,0,-515,159,-120,11,-19,-8,-611,0,-101,0,1070619,-11,269,-37,-60,-39,-12,-26,-19,-18,0,52,-458,-429,0,-26,-9,-149,25,51,-4,7,-79,-122,-37,3,-18,-40,8,0,0,-1,-65,-269,-117,-269,26,-141,-7,-41,-252,-2,-29,948
16,47,9,-23,0,-88,2159,227,14,-4,0,-62,0,-1,0,11,441111,88,61,55,25,-2,20,35,1,0,58,49,17,0,21,144,-7,11,-5,26,41,11,63,76,13,53,345,47,0,0,9,-25,-9,-6,28,-1,-33,7,322,61,-4,135,236
17,-51,-368,-507,0,-2737,-2101,-667,-21,-118,-34,-6138,0,-1081,0,-269,-88,4547598,-2969,45,-643,-126,39,-150,-72,0,373,-493,-1267,0,-478,-96,-885,26,110,-22,36,-195,-1285,-108,621,24,-100,-47,0,0,-15,-384,-41,-1207,-1563,-25,-763,-26,-312,-2742,-46,-77,3298
18,-50,-259,-109,0,-799,-267,-164,43,-49,-6,-3377,0,-484,0,37,-61,2969,2259503,78,-291,-99,40,-19,-30,0,353,-48,-230,0,-35,-36,-523,-8,35,3,116,-81,-241,55,337,-23,-26,56,0,0,17,-344,-32,-582,-458,52,-355,4,-106,-123,30,10,1501
20,19,-49,-130,0,-446,-8,-406,-15,-36,-16,-828,0,-198,0,60,-55,-45,-78,945598,-55,-2,-8,-90,0,0,-27,-80,-807,0,-2,-41,-218,-4,81,-2,-17,-90,-82,-74,-55,-382,-74,-50,0,0,-12,-113,-16,-154,-909,-8,-168,-6,-22,-104,-14,-51,814
21,-29,-49,5,0,-88,220,-25,45,-26,4,-699,0,-160,0,39,-25,643,291,55,1398458,-74,33,-4,19,0,430,32,75,0,9,-23,-93,9,39,42,138,17,-64,279,1478,43,11,165,0,0,18,-85,-1,-701,-25,-8,-94,4,6,107,130,-7,1042
22,29,4,-80,0,-66,101,4,-6,-11,10,-806,0,-345,0,12,2,126,99,2,74,1477510,66,-8,23,0,187,29,-70,0,-464,1,-29,-28,41,22,22,-17,-87,71,153,5,3,75,0,0,14,-75,-13,-162,-1654,-7,-197,-4,58,84,3,-13,1151
25,-34,-96,-45,0,-848,-1799,-174,135,-318,-31,-7935,0,-836,0,26,-20,-39,-40,8,-33,-66,2420353,-429,-1185,0,144,81,-12,0,-42,-46,-1110,2,-10,-4858,188,-181,-355,-709,57,-9,-127,-258,0,0,-776,-532,-24,-221,-496,10,-937,-315,-267,41,-11,-36,3401
24,15,-12,-32,0,-230,40,-38,186,3049,-538,-3456,0,-348,0,19,-35,150,19,90,4,8,429,2029370,-97,0,300,73,26,0,-11,-24,-761,17,79,-25,1119,-78,-228,1950,315,77,10,-1114,0,0,92,-466,-3,-202,192,49,-1133,10,82,16,-975,5,2389
23,-11,-18,0,0,-67,42,-4,297,-25,-7,-674,0,-27,0,18,-1,72,30,0,-19,-23,1185,97,488090,0,62,18,26,0,7,5,-137,-9,9,336,218,-26,-21,227,70,-33,-1,121,0,0,122,-81,0,-9,42,-27,-56,97,17,23,-4,4,286
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,-117,-408,-235,0,-1377,-1375,-402,17,-139,-2,-4930,0,-1026,0,-52,-58,-373,-353,27,-430,-187,-144,-300,-62,0,3614669,-224,-322,0,-187,-87,-886,-13,11,-1,12,-204,-573,-231,-87,-57,-102,-5,0,0,-12,-491,-28,-1011,-656,-4,-568,-15,-288,-277,-58,-47,1952
27,-91,-37,-128,0,-940,-638,-275,-39,-71,-23,-1488,0,-130,0,458,-49,493,48,80,-32,-29,-81,-73,-18,0,224,1894982,-58,0,-42,-79,-202,420,51,8,106,-102,-259,-18,98,44,-95,16,0,0,21,-92,-171,-84,-345,-23,-217,-2,-88,-525,5,-49,1281
29,-32,-59,-140,0,-393,669,134,34,-46,-21,-1282,0,-256,0,429,-17,1267,230,807,-75,70,12,-26,-26,0,322,58,2031978,0,-31,-23,-154,34,283,12,75,-60,-130,38,88,253,-5,52,0,0,4,-80,24,-125,-383,103,-138,-12,-49,135,16,-1,1083
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,-34,-274,32,0,-94,107,138,32,-8,-14,-331,0,-338,0,26,-21,478,35,2,-9,464,42,11,-7,0,187,42,31,0,920456,-22,-157,-15,-4,26,48,-29,-35,108,71,35,2,40,0,0,13,-50,-17,904,-156,0,-68,-1,73,85,12,3,268
30,11,-3,-7,0,-93,711,185,15,-10,-6,-38,0,14,0,9,-144,96,36,41,23,-1,46,24,-5,0,87,79,23,0,22,327406,-4,-22,45,19,87,-9,-58,47,97,33,28,128,0,0,3,9,35,31,94,74,26,10,-62,123,27,95,26
37,48,-37,12,0,-120,1390,136,787,-16,109,89,0,-562,0,149,7,885,523,218,93,29,1110,761,137,0,886,202,154,0,157,4,2877689,26,100,347,2285,-40,-84,4873,1486,155,124,1693,0,0,127,-922,51,-271,192,12,1386,204,142,301,286,-2,2409
38,33,4,3,0,-116,85,-123,13,-11,-12,-76,0,-35,0,-25,-11,-26,8,4,-9,28,-2,-17,9,0,13,-420,-34,0,15,22,-26,238361,-4,26,-8,0,-18,-2,9,-27,7,-6,0,0,-2,-12,-14,1,42,3,-21,-1,14,-27,9,-4,248
31,-22,-49,-67,0,-424,12,87,-1,-30,-16,-406,0,-62,0,-51,5,-110,-35,-81,-39,-41,10,-79,-9,0,-11,-51,-283,0,4,-45,-100,4,633072,-9,13,-81,-129,35,27,-10,-60,-30,0,0,5,-67,-109,-59,-178,-1,-97,-2,-65,-49,-23,-84,375
33,-21,-31,-6,0,-188,-157,-47,246,-12,-16,-1950,0,-158,0,4,-26,22,-3,2,-42,-22,4858,25,-336,0,1,-8,-12,0,-26,-19,-347,-26,9,493127,109,-32,-74,74,-58,3,-12,-67,0,0,9,-172,-9,-61,-188,7,-199,35,-70,-18,-8,-8,161
34,0,-182,-21,0,-884,-1375,-256,-299,-239,-821,-11471,0,-1512,0,-7,-41,-36,-116,17,-138,-22,-188,-1119,-218,0,-12,-106,-75,0,-48,-87,-2285,8,-13,-109,3186821,-109,-501,10258,-196,20,-56,-3873,0,0,-82,-1094,10,-298,-620,-12,-2022,-192,-105,-49,-66,-13,2038
35,108,-17,-14,0,-497,984,50,76,9,-2,-154,0,37,0,79,-11,195,81,90,-17,17,181,78,26,0,204,102,60,0,29,9,40,0,81,32,109,621802,-145,165,130,0,-40,132,0,0,22,15,36,3,252,100,18,15,33,62,11,17,455
32,204,-26,6,0,-209,14319,669,152,12,17,354,0,82,0,122,-63,1285,241,82,64,87,355,228,21,0,573,259,130,0,35,58,84,18,129,74,501,145,763786,1276,638,72,379,389,0,0,51,19,32,33,431,605,233,24,702,266,8,44,902
36,-38,-468,-127,0,-1579,-1726,-364,-3056,-128,-580,-24956,0,-3868,0,37,-76,108,-55,74,-279,-71,709,-1950,-227,0,231,18,-38,0,-108,-47,-4873,2,-35,-74,-10258,-165,-1276,6811967,-419,-16,-10,-5456,0,0,-322,-1739,-7,-667,-1022,33,-3873,13,-110,89,-91,-34,6854
