State,2,1,5,60,4,6,8,9,11,10,12,64,13,66,19,16,17,18,20,21,22,25,24,23,68,26,27,29,69,28,30,37,38,31,33,34,35,32,36,39,40,41,42,72,70,44,45,46,47,48,49,51,50,53,55,54,56,57
2,200079,-52,-30,0,-247,40,-68,27,-5,-4,-66,0,11,0,-21,31,27,9,-61,45,48,4,-31,30,0,11,-26,-35,0,28,0,-5,11,-1,1,8,-7,-151,14,9,-29,-278,65,0,0,-8,4,-16,-22,-44,-34,-123,1,-502,15,0,62,258
1,52,1478696,25,0,-41,185,-130,25,-36,19,-85,0,-1639,0,-12,-18,320,62,-33,-84,61,7,-46,-9,0,108,-42,30,0,152,-20,-352,15,5,2,85,64,-48,306,70,61,-10,72,0,0,-1,-154,4,-508,-347,6,-132,3,-39,14,-15,-2,588
5,30,-25,852297,0,-28,579,-26,36,-24,-7,-197,0,-358,0,105,-4,394,45,92,-84,3,-12,-27,-8,0,91,-8,-172,0,-28,-14,-153,11,31,-1,24,37,-83,-8,41,105,-8,22,0,0,1,-75,20,-293,-539,41,-67,1,15,94,-8,17,496
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,247,41,28,0,1531707,3990,286,298,3,37,604,0,90,0,461,84,3022,775,365,36,121,398,253,90,0,1384,874,348,0,76,250,106,175,533,132,815,1060,-427,1654,1178,88,393,1021,0,0,31,9,193,104,670,616,172,57,1535,938,55,258,1681
6,-40,-185,-579,0,-3990,10789034,-2273,638,21,72,706,0,-1173,0,33,-869,2741,282,-240,-107,196,1419,630,75,0,1162,135,-28,0,-31,-133,-720,58,-184,145,1387,224,-8286,2474,1247,-627,-2828,1635,0,0,81,-203,39,-298,-2213,-166,38,94,-1862,326,-14,-33,10151
8,68,130,26,0,-286,2273,1455740,215,-25,7,650,0,258,0,687,55,1700,529,726,102,262,189,287,30,0,843,528,449,0,3,123,167,333,632,66,548,965,-63,1147,705,282,100,840,0,0,28,41,234,287,1964,475,420,109,58,538,48,525,1799
9,-27,-25,-36,0,-298,-638,-215,1251218,-98,-6,-2377,0,-509,0,16,-1,70,-30,-16,-3,-23,-1253,-227,-285,0,90,-4,19,0,2,-38,-632,5,23,-265,224,-29,-72,2292,-10,-35,-66,-107,0,0,-132,-368,7,-77,-319,16,-556,-194,-160,-1,1,-15,813
11,5,36,24,0,-3,-21,25,98,192275,5,39,0,34,0,23,6,178,50,19,43,27,142,-2919,17,0,116,24,73,0,-2,7,80,10,23,25,207,29,6,-109,156,23,29,273,0,0,22,17,10,-1,106,15,-476,23,-27,69,12,-3,1521
10,4,-19,7,0,-37,-72,-7,6,-5,279248,-263,0,-124,0,-11,-1,-13,18,-1,7,-1,9,551,-3,0,23,-7,-19,0,16,-9,-96,11,-4,9,746,-3,-27,346,34,-7,-3,1086,0,0,-3,-42,5,-14,30,-2,-31,-7,8,4,-15,-2,244
12,66,85,197,0,-604,-706,-650,2377,-39,263,5422062,0,-4448,0,377,4,4006,1807,331,427,526,2372,1894,409,0,2439,432,967,0,88,-86,-2731,95,256,595,6461,167,-610,14767,4103,317,44,4131,0,0,600,-1249,45,-786,-356,57,803,260,-173,1119,211,-3,4574
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,-11,1639,358,0,-90,1173,-258,509,-34,124,4448,0,2608831,0,131,21,1686,713,91,180,963,342,530,47,0,1075,150,276,0,794,9,702,62,131,102,1367,182,-25,3342,1396,238,27,1220,0,0,51,768,38,924,1260,-6,929,31,-64,242,143,8,4990
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,21,12,-105,0,-461,-33,-687,-16,-23,11,-377,0,-131,0,1048260,19,-201,-59,-245,-39,26,-46,-14,-15,0,-21,-1065,-360,0,-2,4,-143,92,-46,-8,7,-18,-64,-55,-102,-53,-97,7,0,0,-3,-48,-138,-108,-473,-34,-71,-7,-32,-216,11,17,1246
16,-31,18,4,0,-84,869,-55,1,-6,1,-4,0,-21,0,-19,399634,51,8,18,-8,1,6,-3,5,0,7,59,-3,0,11,143,9,52,40,5,24,44,143,17,9,-1,95,28,0,0,-6,-5,19,-15,16,-146,-4,-16,517,26,-13,96,160
17,-27,-320,-394,0,-3022,-2741,-1700,-70,-178,13,-4006,0,-1686,0,201,-51,4390395,-1585,-6,-436,-10,-273,-127,-22,0,506,-617,-1247,0,-321,-77,-971,97,38,-67,-54,-225,-1214,-168,852,-120,-322,289,0,0,29,-340,38,-985,-1633,0,-462,-8,-523,-2327,-3,-20,3658
18,-9,-62,-45,0,-775,-282,-529,30,-50,-18,-1807,0,-713,0,59,-8,1585,2186330,-52,-114,63,-55,-49,2,0,20,-236,-109,0,0,-18,-339,31,12,-19,123,-10,-200,119,658,-7,-121,174,0,0,2,-328,41,-545,-333,11,-122,-16,-131,-246,81,-2,1808
20,61,33,-92,0,-365,240,-726,16,-19,1,-331,0,-91,0,245,-18,6,52,909501,-26,40,-17,-35,-1,0,-29,-72,-591,0,9,23,-128,56,341,-8,13,32,-80,26,-41,-137,-81,31,0,0,-16,-87,101,-83,-938,25,13,2,-159,-70,15,58,997
21,-45,84,84,0,-36,107,-102,3,-43,-7,-427,0,-180,0,39,8,436,114,26,1337917,101,-35,60,8,0,431,-21,42,0,-15,14,-205,11,28,-12,72,14,6,241,1490,89,-12,158,0,0,6,-64,20,-954,-21,34,-1,10,-35,77,173,13,880
22,-48,-61,-3,0,-121,-196,-262,23,-27,1,-526,0,-963,0,-26,-1,10,-63,-40,-101,1435661,-58,-77,-4,0,13,-52,-76,0,-607,5,-155,5,-16,-3,66,-10,-68,99,-50,-62,-9,72,0,0,3,-84,-5,-241,-3518,-35,-162,4,-68,-3,3,0,1066
25,-4,-7,12,0,-398,-1419,-189,1253,-142,-9,-2372,0,-342,0,46,-6,273,55,17,35,58,2344629,56,-299,0,196,97,109,0,4,17,-293,23,28,-2766,795,-12,-121,1971,245,48,-22,739,0,0,-112,-136,23,12,-141,84,-229,46,-83,118,40,-17,4020
24,31,46,27,0,-253,-630,-287,227,2919,-551,-1894,0,-530,0,14,3,127,49,35,-60,77,-56,1889204,-30,0,108,-72,27,0,26,-7,-797,36,21,-11,961,28,-174,1535,102,22,-70,793,0,0,27,-392,5,-268,-189,12,-1903,-5,-179,20,-561,-37,2410
23,-30,9,8,0,-90,-75,-30,285,-17,3,-409,0,-47,0,15,-5,22,-2,1,-8,4,299,30,459333,0,34,12,41,0,-3,-10,-95,-4,8,-76,168,34,-43,221,49,0,-28,134,0,0,28,-79,-1,-15,40,-2,-99,33,28,-11,-5,-6,191
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,-11,-108,-91,0,-1384,-1162,-843,-90,-116,-23,-2439,0,-1075,0,21,-7,-506,-20,29,-431,-13,-196,-108,-34,0,3514657,-300,-61,0,12,-79,-673,57,70,11,-156,-46,-444,188,1153,2,-203,152,0,0,-11,-406,31,-648,-485,-45,-174,1,-173,-562,4,-23,2805
27,26,42,8,0,-874,-135,-528,4,-24,7,-432,0,-150,0,1065,-59,617,236,72,21,52,-97,72,-12,0,300,1774780,97,0,-1,51,-80,816,246,-19,25,-54,-135,106,129,35,-120,122,0,0,9,-16,293,88,40,77,5,-14,-126,991,-3,39,1658
29,35,-30,172,0,-348,28,-449,-19,-73,19,-967,0,-276,0,360,3,1247,109,591,-42,76,-109,-27,-41,0,61,-97,1952319,0,46,-15,-166,83,333,-35,53,3,-125,10,88,181,-53,106,0,0,4,-123,78,-83,-484,50,-31,-11,-54,118,20,32,1177
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,-28,-152,28,0,-76,31,-3,-2,2,-16,-88,0,-794,0,2,-11,321,0,-9,15,607,-4,-26,3,0,-12,1,-46,0,905141,-2,-179,12,10,0,6,11,153,77,22,-54,13,47,0,0,-1,-75,6,-18,-415,11,-4,-11,16,38,30,2,372
30,0,20,14,0,-250,133,-123,38,-7,9,86,0,-9,0,-4,-143,77,18,-23,-14,-5,-17,7,10,0,79,-51,15,0,2,306029,-6,-20,-7,21,14,-34,-83,-17,94,-37,-196,68,0,0,4,-13,4,5,-92,-46,-13,0,-201,-3,10,38,94
37,5,352,153,0,-106,720,-167,632,-80,96,2731,0,-702,0,143,-9,971,339,128,205,155,293,797,95,0,673,80,166,0,179,6,2745606,43,57,142,2048,113,-51,5461,1450,157,27,2590,0,0,52,-329,21,41,415,14,1909,176,67,212,922,22,2108
38,-11,-15,-11,0,-175,-58,-333,-5,-10,-11,-95,0,-62,0,-92,-52,-97,-31,-56,-11,-5,-23,-36,4,0,-57,-816,-83,0,-12,20,-43,233197,-82,-22,-6,-43,-78,3,-44,-29,-53,-15,0,0,1,-46,-66,-19,-125,-35,-60,-13,-74,-123,-16,-76,-17
31,1,-5,-31,0,-533,184,-632,-23,-23,4,-256,0,-131,0,46,-40,-38,-12,-341,-28,16,-28,-21,-8,0,-70,-246,-333,0,-10,7,-57,82,611242,1,-35,-30,-82,8,-8,-109,-84,27,0,0,2,-32,20,-73,-443,33,-145,8,-21,-32,1,25,522
